0,-23.66876,-23.42275,-0.08675,-0.78132,0.44877,-0.43376,8.33333,1,-1,0
1,-23.53561,-23.63499,-0.15641,-0.11553,-0.61243,-0.78204,8.33333,1,-1,0
2,-23.44733,-23.51245,0.18909,0.32584,0.00023,0.94543,8.33333,1,-1,0
3,-23.57702,-23.32340,-0.00882,-0.32261,0.94550,-0.04410,8.33333,1,-1,0
4,-23.39922,-23.36309,0.06960,0.56639,0.74705,0.34802,8.33333,1,-1,0
5,-23.39624,-23.43630,-0.14380,0.58130,0.38100,-0.71898,8.33333,1,-1,0
6,-23.43506,-23.32959,-0.02341,0.38719,0.91454,-0.11703,8.33333,1,-1,0
7,-23.61700,-23.35989,-0.07609,-0.52251,0.76305,-0.38046,8.33333,1,-1,0
8,-23.67117,-23.39222,0.01886,-0.79336,0.60140,0.09429,8.33333,1,-1,0
9,-23.70008,-23.55918,-0.05132,-0.93791,-0.23340,-0.25662,8.33333,1,-1,0
10,-23.67112,-23.42425,0.08396,-0.79312,0.44127,0.41981,8.33333,1,-1,0
11,-23.52774,-23.54785,0.19626,-0.07620,-0.17675,0.98130,8.33333,1,-1,0
12,-23.45671,-23.32291,-0.03070,0.27895,0.94796,-0.15351,8.33333,1,-1,0
13,-23.37898,-23.64089,0.07542,0.66760,-0.64195,0.37711,8.33333,1,-1,0
14,-23.31557,-23.47827,-0.00691,0.98464,0.17113,-0.03454,8.33333,1,-1,0
15,-23.56555,-23.60967,-0.16656,-0.26525,-0.48587,-0.83281,8.33333,1,-1,0
16,-23.68422,-23.41427,0.02941,-0.85859,0.49113,0.14705,8.33333,1,-1,0
17,-23.67350,-23.57471,0.10104,-0.80498,-0.31107,0.50521,8.33333,1,-1,0
18,-23.38967,-23.36329,0.05148,0.61413,0.74604,0.25741,8.33333,1,-1,0
19,-23.48021,-23.41702,-0.17274,0.16144,0.47741,-0.86372,8.33333,1,-1,0
20,-23.48201,-23.60488,-0.17475,0.15247,-0.46188,-0.87374,8.33333,1,-1,0
21,-23.37036,-23.54123,-0.13773,0.71071,-0.14364,-0.68866,8.33333,1,-1,0
22,-23.55456,-23.41260,-0.16808,-0.21030,0.49948,-0.84041,8.33333,1,-1,0
23,-23.57198,-23.66939,0.10884,-0.29742,-0.78447,0.54420,8.33333,1,-1,0
24,-23.43189,-23.59171,0.16501,0.40304,-0.39607,0.82504,8.33333,1,-1,0
25,-23.38029,-23.61557,0.10908,0.66103,-0.51537,0.54538,8.33333,1,-1,0
26,-23.35268,-23.41792,0.07425,0.79910,0.47288,0.37125,8.33333,1,-1,0
27,-23.36514,-23.47560,0.13009,0.73678,0.18452,0.65047,8.33333,1,-1,0
28,-23.41820,-23.34141,-0.04284,0.47149,0.85547,-0.21419,8.33333,1,-1,0
29,-23.37048,-23.64902,0.03457,0.71008,-0.68258,0.17283,8.33333,1,-1,0
30,-23.38626,-23.42277,-0.12654,0.63119,0.44865,-0.63270,8.33333,1,-1,0
31,-23.64916,-23.43860,0.12595,-0.68331,0.36948,0.62974,8.33333,1,-1,0
32,-23.33589,-23.56035,-0.08075,0.88303,-0.23925,-0.40375,8.33333,1,-1,0
33,-23.67972,-23.54786,0.10386,-0.83611,-0.17680,0.51929,8.33333,1,-1,0
34,-23.58314,-23.69724,-0.02969,-0.35318,-0.92371,-0.14844,8.33333,1,-1,0
35,-23.58879,-23.33777,0.06040,-0.38143,0.87366,0.30202,8.33333,1,-1,0
36,-23.54852,-23.59793,0.17721,-0.18008,-0.42714,0.88607,8.33333,1,-1,0
37,-23.42731,-23.65733,0.10847,0.42596,-0.72415,0.54237,8.33333,1,-1,0
38,-23.32482,-23.49084,-0.06564,0.93838,0.10830,-0.32821,8.33333,1,-1,0
39,-23.51232,-23.71250,0.00110,0.00091,-0.99998,0.00550,8.33333,1,-1,0
40,-23.31313,-23.52648,-0.00761,0.99683,-0.06988,-0.03803,8.33333,1,-1,0
41,-23.51425,-23.66438,0.13011,-0.00875,-0.75940,0.65056,8.33333,1,-1,0
42,-23.55014,-23.31812,-0.02829,-0.18821,0.97189,-0.14143,8.33333,1,-1,0
43,-23.50694,-23.53456,-0.19870,0.02779,-0.11032,-0.99351,8.33333,1,-1,0
44,-23.38920,-23.41904,-0.12673,0.61651,0.46730,-0.63367,8.33333,1,-1,0
45,-23.69847,-23.44934,-0.03775,-0.92986,0.31580,-0.18875,8.33333,1,-1,0
46,-23.46109,-23.54577,-0.19040,0.25705,-0.16633,-0.95198,8.33333,1,-1,0
47,-23.54475,-23.39778,-0.16063,-0.16124,0.57358,-0.80313,8.33333,1,-1,0
48,-23.55866,-23.32169,-0.03824,-0.23079,0.95403,-0.19122,8.33333,1,-1,0
49,-23.46401,-23.46084,0.18703,0.24246,0.25829,0.93515,8.33333,1,-1,0
50,-23.39687,-23.49836,0.16257,0.57817,0.07070,0.81285,8.33333,1,-1,0
51,-23.55525,-23.60165,0.17385,-0.21376,-0.44576,0.86926,8.33333,1,-1,0
52,-23.46497,-23.31919,0.01931,0.23765,0.96654,0.09653,8.33333,1,-1,0
53,-23.53139,-23.31973,0.04983,-0.09445,0.96385,0.24913,8.33333,1,-1,0
54,-23.57444,-23.50922,-0.19014,-0.30968,0.01641,-0.95070,8.33333,1,-1,0
55,-23.37129,-23.46330,0.13281,0.70607,0.24602,0.66403,8.33333,1,-1,0
56,-23.57065,-23.54172,-0.18912,-0.29075,-0.14612,-0.94558,8.33333,1,-1,0
57,-23.41039,-23.37787,-0.10699,0.51055,0.67317,-0.53495,8.33333,1,-1,0
58,-23.64140,-23.59352,-0.12970,-0.64451,-0.40508,-0.64848,8.33333,1,-1,0
59,-23.57237,-23.69581,-0.05305,-0.29934,-0.91654,-0.26523,8.33333,1,-1,0
60,-23.36183,-23.39962,-0.06749,0.75336,0.56441,-0.33747,8.33333,1,-1,0
