0,-78.14662,-78.26849,-0.15142,0.65189,0.04255,-0.75712,8.33333,1,-1,0
1,-78.36337,-78.27802,-0.18039,-0.43186,-0.00509,-0.90193,8.33333,1,-1,0
2,-78.35417,-78.27495,0.18450,-0.38585,0.01025,0.92250,8.33333,1,-1,0
3,-78.15467,-78.14028,-0.07964,0.61166,0.68359,-0.39821,8.33333,1,-1,0
4,-78.15291,-78.12288,-0.02910,0.62047,0.77061,-0.14552,8.33333,1,-1,0
5,-78.25324,-78.15830,-0.15920,0.11880,0.59351,-0.79601,8.33333,1,-1,0
6,-78.44135,-78.18463,-0.06676,-0.82175,0.46185,-0.33380,8.33333,1,-1,0
7,-78.27462,-78.07793,-0.01914,0.01188,0.99534,-0.09568,8.33333,1,-1,0
8,-78.11904,-78.18484,-0.08097,0.78978,0.46080,-0.40485,8.33333,1,-1,0
9,-78.38698,-78.11625,0.04541,-0.54992,0.80376,0.22705,8.33333,1,-1,0
10,-78.18498,-78.11736,-0.07778,0.46009,0.79818,-0.38888,8.33333,1,-1,0
11,-78.18643,-78.45512,-0.00843,0.45286,-0.89058,-0.04217,8.33333,-1,-1,0
12,-78.36568,-78.25757,-0.17821,-0.44341,0.09716,-0.89103,8.33333,-1,-1,0
13,-78.09933,-78.34667,-0.05982,0.88837,-0.34835,-0.29908,8.33333,-1,-1,0
14,-78.23114,-78.40763,-0.14433,0.22932,-0.65316,-0.72166,8.33333,-1,-1,0
15,-78.21007,-78.28402,-0.18834,0.33464,-0.03512,-0.94169,8.33333,-1,-1,0
16,-78.20178,-78.14091,0.12578,0.37611,0.68045,0.62892,8.33333,-1,-1,0
17,78.28375,78.43293,0.12506,0.03375,0.77967,0.62528,8.33333,1,-1,1
18,78.40676,78.14461,-0.07507,0.64879,-0.66196,-0.37535,8.33333,1,-1,1
19,78.42891,78.17553,-0.08141,0.75955,-0.50733,-0.40706,8.33333,1,-1,1
20,78.28247,78.17192,-0.17008,0.02735,-0.52542,-0.85040,8.33333,1,-1,1
21,78.23246,78.34088,0.18422,-0.22268,0.31938,0.92109,8.33333,1,-1,1
22,78.09085,78.32041,-0.05885,-0.93076,0.21707,-0.29423,8.33333,1,-1,1
23,78.12930,78.15397,-0.05522,-0.73849,-0.61514,-0.27611,8.33333,1,-1,1
24,78.07764,78.28166,0.01532,-0.99679,0.02329,0.07660,8.33333,1,-1,1
25,78.18820,78.28937,0.17878,-0.44402,0.06184,0.89388,8.33333,1,-1,1
26,78.20620,78.30734,0.18457,-0.35400,0.15172,0.92286,8.33333,1,-1,1
27,78.38002,78.16785,0.13219,0.51511,-0.54573,0.66094,8.33333,1,-1,1
28,78.32111,78.12356,-0.12046,0.22053,-0.76719,-0.60231,8.33333,-1,-1,1
29,78.36933,78.42790,0.09329,0.46167,0.75451,0.46645,8.33333,-1,-1,1
30,78.35086,78.36485,-0.16379,0.36929,0.43926,-0.81895,8.33333,-1,-1,1
31,78.24097,78.32472,0.19085,-0.18013,0.23860,0.95427,8.33333,-1,-1,1
32,78.08426,78.29583,0.04995,-0.96372,0.09416,0.24975,8.33333,-1,-1,1
33,78.22543,78.12565,0.12015,-0.25783,-0.75673,0.60073,8.33333,-1,-1,1
